collection,lesson,review_url
possibilities-and-regrets-intermediate-vietnamese,intermediate-13-new-lesson,https://mdn.illops.net/vietnamesepod101/I_S1L13_032816_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-15-hows-business-in-vietnam,https://mdn.illops.net/vietnamesepod101/I_S1L15_041116_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-17-a-charitable-vietnamese-organization,https://mdn.illops.net/vietnamesepod101/I_S1L17_042516_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-16-is-that-a-rare-vietnamese-book-youre-reading,https://mdn.illops.net/vietnamesepod101/I_S1L16_041816_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-14-dreaming-big-in-vietnam,https://mdn.illops.net/vietnamesepod101/I_S1L14_040416_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-11-a-goodlooking-vietnamese-couple,https://mdn.illops.net/vietnamesepod101/I_S1L11_031416_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-12-ordering-a-delicious-meal-at-a-vietnamese-restaurant,https://mdn.illops.net/vietnamesepod101/I_S1L12_032116_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-10-finding-your-way-to-a-vietnamese-gas-station,https://mdn.illops.net/vietnamesepod101/I_S1L10_030716_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-5-haggling-at-a-vietnamese-market,https://mdn.illops.net/vietnamesepod101/I_S1L5_020116_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-6-have-you-had-a-bad-dining-experience-in-vietnam,https://mdn.illops.net/vietnamesepod101/I_S1L6_020816_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-8-have-you-tried-vietnamese-hotpot,https://mdn.illops.net/vietnamesepod101/I_S1L8_022216_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-7-running-late-in-vietnam,https://mdn.illops.net/vietnamesepod101/I_S1L7_021516_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-9-whats-the-best-way-to-honor-your-vietnamese-teacher,https://mdn.illops.net/vietnamesepod101/I_S1L9_022916_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-4-talking-about-a-dinner-party-in-vietnamese,https://mdn.illops.net/vietnamesepod101/I_S1L4_012516_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-3-a-vietnamese-weather-forecast,https://mdn.illops.net/vietnamesepod101/I_S1L3_011816_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-2-negotiating-a-taxi-fare-in-vietnamese,https://mdn.illops.net/vietnamesepod101/I_S1L2_011116_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-14-talking-about-your-baby,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L14_010818_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-16-going-on-a-trip,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L16_020518_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-15-at-a-family-reunion,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L15_012218_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-17-at-the-local-market,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L17_021918_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-18-a-sightseeing-trip,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L18_030518_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-11-changing-your-relationship-status,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L11_112017_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-12-getting-married,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L12_120417_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-10-feeling-disappointed,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L10_110617_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-5-at-a-concert,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L5_082817_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-6-an-unfortunate-accident,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L6_091117_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-8-feeling-exhausted,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L8_100917_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-7-getting-bored,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L7_092517_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-9-talking-about-an-injury,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L9_102317_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-3-playing-sports,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L3_073117_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-4-sharing-a-song,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L4_081417_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-2-a-visit-to-the-mall,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L2_071717_vpod101_review.mp3
inner-circle,the-easiest-way-to-start-writing-improve-on-your-own,-1
inner-circle,how-to-get-a-return-on-your-language-learning-investment,-1
inner-circle,bringing-out-the-big-guns-to-fight-language-learning-failure,-1
inner-circle,august-2018-how-talking-points-get-you-speaking-turbocharge-your-progress,-1
inner-circle,testing-assessment-a-brutally-honest-way-to-improve-your-language,-1
inner-circle,the-power-of-levelappropriate-language-immersion,-1
inner-circle,winning-through-failing-how-to-succeed-with-languages-in-the-long-run,-1
inner-circle,how-to-learn-a-new-language-in-the-new-year,-1
inner-circle,how-to-use-anchor-points-language-profiles-to-turbocharge-your-learning,-1
inner-circle,how-to-speak-more-of-a-language-with-cando-lessons,-1
inner-circle,how-to-read-the-fast-fun-easy-way-with-extensive-reading-books,-1
inner-circle,the-power-of-a-teacher,-1
inner-circle,should-you-cram-when-learning-a-language,-1
inner-circle,how-tipping-points-will-bring-you-closer-to-your-language-goals,-1
inner-circle,the-power-of-mistakes,-1
inner-circle,how-to-start-conversations-talking-points-for-language-learners,-1
inner-circle,are-you-improving-how-to-reassess-your-language-skills,-1
inner-circle,the-satisfaction-of-reaching-goals,-1
inner-circle,starting-off-on-the-right-foot-with-language-learning,-1
inner-circle,the-20-benefits-of-learning-a-language,-1
inner-circle,how-to-match-your-routine-to-language-learning,-1
vietnamese-vocab-builder,at-a-hotel,-1
vietnamese-vocab-builder,rooms-in-your-house,-1
vietnamese-vocab-builder,fruits,-1
vietnamese-vocab-builder,airplane,-1
vietnamese-vocab-builder,vegetables,-1
vietnamese-vocab-builder,furniture,-1
vietnamese-vocab-builder,mammals,-1
vietnamese-vocab-builder,drinks,-1
vietnamese-vocab-builder,plants,-1
vietnamese-vocab-builder,music,-1
vietnamese-vocab-builder,family,-1
vietnamese-vocab-builder,sport,-1
vietnamese-vocab-builder,top-10-foods-that-will-make-you-live-longer,-1
vietnamese-vocab-builder,winter,-1
vietnamese-vocab-builder,christmas-day,-1
vietnamese-vocab-builder,house-work,-1
vietnamese-vocab-builder,what-gift-do-you-want-the-most-this-holiday-season,-1
vietnamese-vocab-builder,post-office,-1
before-you-travel-southern-vietnamese-survival-phrases,survival-phrases-s2-1-thank-you-in-southern-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S2L1_070715_vpod101_review.mp3
possibilities-and-regrets-intermediate-vietnamese,intermediate-1-interviewing-for-a-job-in-vietnam,https://mdn.illops.net/vietnamesepod101/I_S1L1_010416_vpod101_review.mp3
must-know-vietnamese-social-media-phrases,mustknow-vietnamese-social-media-phrases-1-out-at-dinner,https://mdn.illops.net/vietnamesepod101/MKVSMP_S1L1_070317_vpod101_review.mp3
inner-circle,the-secret-to-speaking-more-of-your-target-language,-1
vietnamese-vocab-builder,winter-clothes,-1
vietnamese-vocab-builder,cooking,-1
vietnamese-vocab-builder,what-are-the-scariest-mustknow-words-for-halloween,-1
vietnamese-vocab-builder,colors,-1
vietnamese-vocab-builder,columbus-day,-1
vietnamese-vocab-builder,weather,-1
vietnamese-vocab-builder,mustknow-autumn-vocabulary,-1
vietnamese-vocab-builder,whats-the-adjective-that-describes-your-personality-the-best,-1
vietnamese-vocab-builder,vocabulary-and-phrases-for-the-restaurant,-1
vietnamese-vocab-builder,bugs-and-insects,-1
vietnamese-vocab-builder,top-10-foods-that-will-kill-you-faster,-1
vietnamese-vocab-builder,too-cool-for-school-top-15-phrases-for-bad-students,-1
vietnamese-vocab-builder,what-are-the-top-10-summer-sports,-1
vietnamese-vocab-builder,20-words-youll-need-for-the-beach,-1
vietnamese-vocab-builder,do-you-know-the-essential-summer-vocabulary,-1
top-400-activities-daily-routines-in-vietnamese,relaxing-at-home,-1
top-400-activities-daily-routines-in-vietnamese,dining-out,-1
vietnamese-vocab-builder,what-is-your-language-learning-goal-for-the-month,-1
top-400-activities-daily-routines-in-vietnamese,at-night,-1
top-400-activities-daily-routines-in-vietnamese,hanging-out,-1
top-400-activities-daily-routines-in-vietnamese,health-and-diet,-1
top-400-activities-daily-routines-in-vietnamese,at-the-office,-1
top-400-activities-daily-routines-in-vietnamese,housework,-1
top-400-activities-daily-routines-in-vietnamese,computers-and-computing,-1
top-400-activities-daily-routines-in-vietnamese,commuting-to-work,-1
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-44-essential-vietnamese-for-renting-a-phone,https://mdn.illops.net/vietnamesepod101/S_S1L44_110512_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-45-simple-steps-to-eating-unknown-foods-gracefully,https://mdn.illops.net/vietnamesepod101/S_S1L45_111212_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-43-do-you-have-an-english-information-guide,https://mdn.illops.net/vietnamesepod101/S_S1L43_102912_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-42-your-ticket-to-a-culturally-rich-stay-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L42_102212_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-41-buying-phone-cards-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L41_101512_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-40-a-guide-to-foreign-exchange-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L40_100812_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-39-what-time-does-it-closeopen,https://mdn.illops.net/vietnamesepod101/S_S1L39_100112_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-38-using-the-post-office-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L38_092412_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-37-where-can-i-buy-power-converters,https://mdn.illops.net/vietnamesepod101/S_S1L37_091712_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-36-vietnamese-hotel-id-like-more-of-this-please,https://mdn.illops.net/vietnamesepod101/S_S1L36_091012_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-35-the-hotel-checkin-is-only-half-the-battle,https://mdn.illops.net/vietnamesepod101/S_S1L35_090312_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-33-learn-to-write-in-vietnamese-without-lifting-a-pen,https://mdn.illops.net/vietnamesepod101/S_S1L33_082012_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-34-read-vietnamese-instantly-no-knowledge-of-vietnamese-required,https://mdn.illops.net/vietnamesepod101/S_S1L34_082712_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-32-how-do-you-say-this-in-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L32_081312_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-31-asking-the-time-in-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L31_080612_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-30-can-you-take-myour-picture-in-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L30_073012_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-29-asking-directions-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L29_072312_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-28-looking-around-locally,https://mdn.illops.net/vietnamesepod101/S_S1L28_071612_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-27-where-can-i-find-this-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L27_070912_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-23-getting-around-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L23_060412_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-25-counting-in-vietnamese-11-to-100,https://mdn.illops.net/vietnamesepod101/S_S1L25_061812_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-26-vietnamese-for-taking-a-taxi,https://mdn.illops.net/vietnamesepod101/S_S1L26_070212_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-24-riding-the-rails-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L24_061112_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-21-riding-the-bus-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L21_052112_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-22-traveling-by-bus-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L22_052812_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-19-vietnamese-money-an-introduction,https://mdn.illops.net/vietnamesepod101/S_S1L19_050712_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-20-using-the-internet-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L20_051412_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-18-bargaining-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L18_043012_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-17-how-much-is-it-in-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L17_042312_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-15-vietnamese-dining-etiquette,https://mdn.illops.net/vietnamesepod101/S_S1L15_040912_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-14-restaurant-asking-for-the-check-in-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L14_040212_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-16-counting-in-vietnamese-1-to-10,https://mdn.illops.net/vietnamesepod101/S_S1L16_041612_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-13-restaurant-asking-about-the-menu,https://mdn.illops.net/vietnamesepod101/S_S1L13_032612_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-12-restaurant-choosing-a-seat-in-vietnam,https://mdn.illops.net/vietnamesepod101/S_S1L12_031912_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-11-vietnamese-restauranthow-many-people,https://mdn.illops.net/vietnamesepod101/S_S1L11_031212_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-10-how-to-say-im-sorry-in-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L10_030512_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-9-learn-vietnamese-using-vietnamese-with-this-unbelievably-simple-phrase,https://mdn.illops.net/vietnamesepod101/S_S1L9_022712_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-8-using-english-to-advantage-in-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L8_022012_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-7-letting-them-know-you-dont-understand-their-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L7_021312_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-6-how-to-say-where-is-the-bathroom-in-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L6_020612_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-5-how-to-say-goodbye-in-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L5_013012_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-4-basic-vietnamese-greetings,https://mdn.illops.net/vietnamesepod101/S_S1L4_012312_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-3-getting-what-you-want-using-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L3_011612_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-2-how-to-say-youre-welcome-in-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L2_010912_vpod101_review.mp3
before-you-travel-to-northern-vietnamese-survival-phrases,survival-phrases-1-thank-you,https://mdn.illops.net/vietnamesepod101/S_S1L1_010212_vpod101_review.mp3
getting-started-with-vietnamese-pod-101-com,top-25-vietnamese-questions-you-need-to-know-16-how-are-you-in-vietnamese,https://mdn.illops.net/vietnamesepod101/TQ_S1L16_041712_vpod101_review.mp3
getting-started-with-vietnamese-pod-101-com,top-25-vietnamese-questions-you-need-to-know-3-where-do-you-live-in-vietnamese,https://mdn.illops.net/vietnamesepod101/TQ_S1L3_011712_vpod101_review.mp3
getting-started-with-vietnamese-pod-101-com,top-25-vietnamese-questions-you-need-to-know-13-do-you-have-any-brothers-or-sisters-in-vietnamese,https://mdn.illops.net/vietnamesepod101/TQ_S1L13_032712_vpod101_review.mp3
getting-started-with-vietnamese-pod-101-com,top-25-vietnamese-questions-you-need-to-know-4-what-do-you-do-in-vietnamese,https://mdn.illops.net/vietnamesepod101/TQ_S1L4_012412_vpod101_review.mp3
getting-started-with-vietnamese-pod-101-com,basic-bootcamp-2-talking-nationality-in-vietnamese,https://mdn.illops.net/vietnamesepod101/BB_L2_071513_vpod101_review.mp3
getting-started-with-vietnamese-pod-101-com,top-25-vietnamese-questions-you-need-to-know-2-where-are-you-from-in-vietnamese,https://mdn.illops.net/vietnamesepod101/TQ_S1L2_011012_vpod101_review.mp3
getting-started-with-vietnamese-pod-101-com,basic-bootcamp-1-self-introduction-basic-greetings-in-vietnamese,https://mdn.illops.net/vietnamesepod101/BB_L1_070813_vpod101_review.mp3
getting-started-with-vietnamese-pod-101-com,top-25-vietnamese-questions-you-need-to-know-1-whats-your-name-in-vietnamese,https://mdn.illops.net/vietnamesepod101/TQ_S1L1_010312_vpod101_review.mp3
getting-started-with-vietnamese-pod-101-com,survival-phrases-2-how-to-say-youre-welcome-in-vietnamese,https://mdn.illops.net/vietnamesepod101/S_S1L2_010912_vpod101_review.mp3
getting-started-with-vietnamese-pod-101-com,survival-phrases-1-thank-you,https://mdn.illops.net/vietnamesepod101/S_S1L1_010212_vpod101_review.mp3
learn-with-pictures-and-video,talking-about-your-daily-routine-in-vietnamese,-1
advanced-audio-blog-season-2,advanced-audio-blog-s2-1-top-10-vietnamese-tourist-destinations-my-son-sanctuary,https://mdn.illops.net/vietnamesepod101/A_S2L1_070512_vpod101_review.mp3
advanced-audio-blog-season-2,advanced-audio-blog-s2-15-top-10-vietnamese-leaders-ngo-quyen,https://mdn.illops.net/vietnamesepod101/A_S2L15_101112_vpod101_review.mp3
advanced-audio-blog-season-2,advanced-audio-blog-s2-13-top-10-vietnamese-leaders-nguyen-anh,https://mdn.illops.net/vietnamesepod101/A_S2L13_092712_vpod101_review.mp3
advanced-audio-blog-season-2,advanced-audio-blog-s2-16-top-10-vietnamese-writers-nguyen-du,https://mdn.illops.net/vietnamesepod101/A_S2L16_101812_vpod101_review.mp3
advanced-audio-blog-season-2,advanced-audio-blog-s2-11-top-10-vietnamese-leaders-phan-boi-chau,https://mdn.illops.net/vietnamesepod101/A_S2L11_091312_vpod101_review.mp3
advanced-audio-blog-season-2,advanced-audio-blog-s2-14-top-10-vietnamese-leaders-phan-chu-trinh,https://mdn.illops.net/vietnamesepod101/A_S2L14_100412_vpod101_review.mp3
advanced-audio-blog-season-2,advanced-audio-blog-s2-12-top-10-vietnamese-leaders-tran-thu-do,https://mdn.illops.net/vietnamesepod101/A_S2L12_092012_vpod101_review.mp3
level-3-vietnamese,intermediate-1-interviewing-for-a-job-in-vietnam,https://mdn.illops.net/vietnamesepod101/I_S1L1_010416_vpod101_review.mp3
learning-strategies,how-to-avoid-5-common-mistakes-made-by-beginners,-1
learning-strategies,5-techniques-of-successful-vietnamese-learners,-1
learning-strategies,transform-your-daily-commute,-1
learning-strategies,4-easy-ways-to-win-while-learning-vietnamese,-1
learning-strategies,how-to-learn-in-record-time-13-effective-ways,-1
learning-strategies,5-effective-tips-to-jumpstart-your-vietnamese-studying,-1
learning-strategies,3-ways-to-engage-your-mind-while-learning-vietnamese,-1
learning-strategies,how-dating-in-a-foreign-language-can-help-you-learn-the-language,-1
can-introduce-yourself,vietnamese-vocab-builder-108-world-countries,-1
can-introduce-yourself,learn-vietnamese-in-three-minutes-11-what-is-your-nationality,-1
can-ask-about-well-being,3minute-vietnamese-4-asking-how-someone-is,https://mdn.illops.net/vietnamesepod101/3MV_S1L4_072516_vpod101_review.mp3
can-ask-about-well-being,top-25-vietnamese-questions-you-need-to-know-16-how-are-you-in-vietnamese,https://mdn.illops.net/vietnamesepod101/TQ_S1L16_041712_vpod101_review.mp3
absolute-beginner-vietnamese-for-every-day,what-are-your-top-10-language-learning-goals-for-the-year,-1
can-talk-about-your-family,vietnamese-vocab-builder-26-family,-1
can-talk-about-your-family,basic-bootcamp-4-counting-from-1100-in-vietnamese,https://mdn.illops.net/vietnamesepod101/BB_L4_072913_vpod101_review.mp3
can-introduce-yourself,learn-vietnamese-in-three-minutes-1-self-introductions,-1
absolute-beginner-vietnamese-for-every-day,10-gift-ideas-you-must-know,-1
absolute-beginner-vietnamese-for-every-day,10-phrases-for-surviving-back-to-school,-1
absolute-beginner-vietnamese-for-every-day,10-mustknow-autumn-vocabulary,-1
absolute-beginner-vietnamese-for-every-day,20-words-youll-need-for-the-beach,-1
absolute-beginner-vietnamese-for-every-day,10-things-to-do-in-the-summer-in-vietnam,-1
absolute-beginner-vietnamese-for-every-day,10-ways-to-save-the-planet-in-vietnamese,-1
absolute-beginner-vietnamese-for-every-day,10-foods-that-will-kill-you-faster,-1
absolute-beginner-vietnamese-for-every-day,10-phrases-to-amaze-native-speakers,-1
absolute-beginner-vietnamese-for-every-day,10-phrases-you-never-want-to-hear,-1
absolute-beginner-vietnamese-for-every-day,10-questions-you-should-know,-1
absolute-beginner-vietnamese-for-every-day,10-hardest-words-to-pronounce,-1
absolute-beginner-vietnamese-for-every-day,10-phrases-you-always-want-to-hear,-1
absolute-beginner-vietnamese-for-every-day,15-favorite-words-chosen-by-fans,-1
absolute-beginner-vietnamese-for-every-day,top-25-vietnamese-phrases,-1
monthly-review-video,vietnamese-april-2020-review-are-you-really-improving-your-vietnamese,-1
absolute-beginner-vietnamese-for-every-day,top-25-vietnamese-verbs,-1
can-give-your-contact-information,learn-vietnamese-in-three-minutes-6-numbers-110,-1
monthly-review-video,vietnamese-january-2020-review-why-you-should-prepare-for-vietnamese-conversations,-1
monthly-review-video,vietnamese-february-2020-review-your-new-years-resolution-solution,-1
monthly-review-video,vietnamese-march-2020-review-the-20-benefits-of-learning-vietnamese,-1
monthly-review-video,vietnamese-november-2019-review-how-to-speak-more-vietnamese,-1
monthly-review-video,vietnamese-december-2019-review-how-to-double-your-speaking-time-in-vietnamese,-1
monthly-review-video,vietnamese-october-2019-review-the-3-powerful-language-learning-lessons-youll-pick-up-at-the-gym,-1
monthly-review-video,vietnamese-september-2019-review-how-to-optimize-your-vietnamese-study-time,-1
monthly-review-video,vietnamese-august-2019-review-4-rules-for-staying-motivated-with-vietnamese-learning,-1
monthly-review-video,vietnamese-july-2019-review-7-minutes-and-7-seconds-is-all-you-need-to-learn,-1
monthly-review-video,vietnamese-june-2019-review-a-brutally-honest-way-to-improve-your-vietnamese,-1
monthly-review-video,vietnamese-may-2019-review-21-ways-to-break-your-routine-master-a-language,-1
monthly-review-video,vietnamese-february-2019-review-7-tested-timeless-ways-to-learn,-1
monthly-review-video,vietnamese-december-review-why-your-worst-days-are-the-best-days-to-study,-1
monthly-review-video,vietnamese-march-2019-review-how-to-fight-language-learning-failure,-1
monthly-review-video,vietnamese-april-2019-review-how-to-write-1000-words-of-vietnamese-in-a-5-minutes-a-day,-1
monthly-review-video,vietnamese-january-review-how-to-set-achievable-language-goals-and-resolutions,-1
monthly-review-video,vietnamese-november-review-10-habits-of-highly-effective-language-learners,-1
can-talk-about-weather,vietnamese-vocab-builder-13-weather,-1
can-talk-about-weather,top-25-vietnamese-questions-you-need-to-know-20-whats-the-weather-like-in-vietnamese,https://mdn.illops.net/vietnamesepod101/TQ_S1L20_051512_vpod101_review.mp3
learning-strategies,conversational-vietnamese-for-beginners,-1
learning-strategies,romance-and-love-in-vietnamese,-1
learning-strategies,learn-in-your-car,-1
level-2-vietnamese,beginner-24-how-much-meat-do-you-want-at-the-vietnamese-market,https://mdn.illops.net/vietnamesepod101/B_S1L24_121415_vpod101_review.mp3
level-2-vietnamese,beginner-25-making-a-delicious-vietnamese-dish,https://mdn.illops.net/vietnamesepod101/B_S1L25_122115_vpod101_review.mp3
learning-strategies,how-to-crush-your-learning-goals,-1
level-2-vietnamese,beginner-23-asking-about-business-hours-in-vietnamese,https://mdn.illops.net/vietnamesepod101/B_S1L23_120715_vpod101_review.mp3
level-2-vietnamese,beginner-18-topping-up-your-vietnamese-phone-card,https://mdn.illops.net/vietnamesepod101/B_S1L18_110215_vpod101_review.mp3
learning-strategies,learn-with-pdf,-1
level-2-vietnamese,beginner-17-going-on-a-shopping-spree-in-vietnam,https://mdn.illops.net/vietnamesepod101/B_S1L17_102615_vpod101_review.mp3
level-2-vietnamese,beginner-22-a-confusing-situation-in-vietnam,https://mdn.illops.net/vietnamesepod101/B_S1L22_113015_vpod101_review.mp3
learning-strategies,you-are-never-too-old-to-learn,-1
level-2-vietnamese,beginner-19-meeting-the-family-in-vietnam,https://mdn.illops.net/vietnamesepod101/B_S1L19_110915_vpod101_review.mp3
level-2-vietnamese,beginner-21-planning-your-evening-in-vietnam,https://mdn.illops.net/vietnamesepod101/B_S1L21_112315_vpod101_review.mp3
learning-strategies,make-money-learning-languages,-1
learning-strategies,how-to-learn-with-your-own-teacher,-1
